date,City,pm25,AQI,Air_Quality_Risk
2023-06-13,Phoenix,7.5625,31.510416666666668,21.38637062279427
2023-06-14,Phoenix,13.225,53.36587982832618,37.45007016560171
2023-06-15,Phoenix,8.158333333333333,33.99305555555556,23.21110272247183
2023-06-16,Phoenix,11.0125,45.885416666666664,31.95195229085731
2023-06-17,Phoenix,9.541666666666666,39.75694444444444,27.447543681163765
2023-06-18,Phoenix,11.195833333333333,46.64930555555556,32.51340832152733
2023-06-19,Phoenix,13.304166666666667,53.53236766809729,37.57243822597325
2023-06-20,Phoenix,10.591666666666669,44.13194444444446,30.663155493182963
2023-06-21,Phoenix,11.129166666666668,46.371527777777786,32.30924249219279
2023-06-22,Phoenix,8.549999999999999,35.625,24.41057696981232
2023-06-23,Phoenix,8.145833333333334,33.94097222222223,23.172821629471603
2023-06-24,Phoenix,13.8125,54.60139484978541,38.35816998204317
2023-06-25,Phoenix,13.4625,53.86534334763949,37.81717434671634
2023-06-26,Phoenix,9.691666666666666,40.38194444444444,27.90691679716651
2023-06-27,Phoenix,7.7,32.083333333333336,21.807462645796786
2023-06-28,Phoenix,9.929166666666667,41.371527777777786,28.634257564170856
2023-06-29,Phoenix,8.779166666666667,36.579861111111114,25.112397008149838
2023-06-30,Phoenix,10.829166666666666,45.12152777777778,31.390496260187295
2023-07-01,Phoenix,9.7875,40.78125,28.20040517683493
2023-07-02,Phoenix,9.241666666666667,38.50694444444445,26.528797449158294
2023-07-03,Phoenix,10.725,44.6875,31.071487151852057
2023-07-04,Phoenix,9.483333333333333,39.513888888888886,27.268898580496035
2023-07-05,Phoenix,9.441666666666666,39.34027777777778,27.14129493716194
2023-07-06,Phoenix,7.804166666666667,32.517361111111114,22.126471754132023
2023-07-07,Phoenix,9.904166666666669,41.26736111111112,28.5576953781704
2023-07-08,Phoenix,8.858333333333333,36.90972222222222,25.354843930484616
2023-07-09,Phoenix,6.741666666666667,28.090277777777782,18.872578849112607
2023-07-10,Phoenix,10.258333333333333,42.74305555555556,29.6423263465102
2023-07-11,Phoenix,8.174999999999999,34.0625,23.262144179805464
2023-07-12,Phoenix,7.858333333333333,32.74305555555556,22.292356490466343
2023-07-13,Phoenix,6.6625000000000005,27.76041666666667,18.63013192677783
2023-07-14,Phoenix,8.2125,34.21875000000001,23.376987458806152
2023-07-15,Phoenix,10.9625,45.677083333333336,31.798827918856396
2023-07-16,Phoenix,12.2125,51.23658798283262,35.88504707769194
2023-07-17,Phoenix,11.470833333333331,47.795138888888886,33.35559236753235
2023-07-18,Phoenix,8.950000000000001,37.29166666666667,25.63557194581963
2023-07-19,Phoenix,7.754166666666666,32.30902777777778,21.97334738213111
2023-07-20,Phoenix,8.570833333333333,35.71180555555556,24.474378791479364
2023-07-21,Phoenix,11.533333333333331,48.05555555555555,33.54699783253349
2023-07-22,Phoenix,10.2625,42.760416666666664,29.655086710843605
2023-07-23,Phoenix,12.15,51.10515021459228,35.78844071424072
2023-07-24,Phoenix,10.008333333333333,41.70138888888889,28.876704486505634
2023-07-25,Phoenix,8.970833333333333,37.37847222222222,25.699373767486673
2023-07-26,Phoenix,9.658333333333331,40.24305555555555,27.80483388249923
2023-07-27,Phoenix,11.183333333333332,46.59722222222222,32.4751272285271
2023-07-28,Phoenix,9.683333333333334,40.34722222222223,27.881396068499697
2023-07-29,Phoenix,10.0,41.66666666666667,28.851183757838818
